subscription_id,customer_id,start_date,end_date,status,cancellation_reason,renewal_count,monthly_fee
17977,2966,23-06-2022,,active,,2,49.99
17978,16381,2021-11-07,2024-05-04,active,,0,9.99
17979,5164,2020-04-28,2022-11-13,active,,1,24.99
17980,1803,2024-05-03,,active,,-1,24.99
17981,6865,2022-11-03,03-09-2025,churned,Technical issues,1,9.99
17982,8969,2020-07-05,,active,,13,19.99
17983,18654,2021-07-16,22-10-2021,churned,Lack of use,-1,9.99
17984,8502,2023-06-30,,active,,6,49.99
17985,660,23-02-2022,17-05-2024,active,,10,49.99
17986,9002,19-03-2021,2021-06-18,cancelled,Lack of use,11,49.99
17987,16856,29-06-2020,,active,,1,19.99
17988,14104,2024-06-10,14-03-2027,Canceled,Too expensive,1,9.99
17989,3072,2020-10-28,19-09-2022,churned,Other,9,24.99
17990,9360,01-01-2024,,active,,8,9.99
17991,2489,2020-03-08,13-11-2021,active,,1,24.99
17992,6389,2022-12-26,24-04-2024,active,,7,49.99
17993,12070,26-09-2022,2024-09-29,churned,Too expensive,7,19.99 USD
17994,7053,2022-08-03,,active,,12,19.99
17995,9951,2023-02-25,2024-03-17,cancelled,Technical issues,0,19.99
17996,10351,2020-02-14,,active,,7,19.99
17997,82,2021-04-05,,active,,7,19.99
17998,11437,18-11-2024,2027-02-26,churned,,5,12.99
17999,15272,09-04-2021,29-11-2022,churned,,4,24.99
18000,15268,2021-03-24,,active,,14,49.99 USD
18001,6353,2021-04-19,20-11-2022,churned,,4,24.99
18002,10659,2022-05-08,2024-07-18,churned,Switched to competitor,8,19.99
18003,19399,2021-01-03,,active,,4,12.99
18004,6110,21-07-2022,,active,,14,49.99
18005,1433,2021-11-09,2024-02-09,churned,Lack of use,5,12.99
18006,18808,22-11-2020,,active,,12,24.99
18007,13322,2020-09-11,2021-04-23,churned,N/A,6,49.99
18008,13375,2024-04-18,2026-04-26,churned,N/A,6,49.99
18009,13267,2024-12-06,,active,,0,12.99 USD
18010,2885,2022-01-14,08-12-2023,cancelled,Too expensive,5,24.99
18011,13306,15-08-2020,2023-07-15,churned,Switched to competitor,6,9.99 USD
18012,8395,10-12-2020,2021-04-20,cancelled,,1,24.99
18013,14960,09-11-2023,,active,,14,19.99
18014,1314,2021-10-24,,active,,13,9.99
18015,13211,2023-11-19,,active,,10,49.99
18016,15282,2020-12-28,,active,,12,19.99
18017,11720,2024-07-26,,active,,13,19.99
18018,17601,05-02-2023,05-02-2024,active,,12,12.99
18019,13150,2021-07-03,14-08-2022,Canceled,Too expensive,14,9.99
18020,6396,2021-12-20,2024-01-04,churned,,11,49.99
18021,3841,2021-06-06,,active,,12,19.99
18022,7197,2021-10-06,2022-05-04,cancelled,Too expensive,13,12.99
18023,16268,27-06-2022,21-08-2023,churned,,4,9.99 USD
18024,3575,2020-10-24,2023-08-30,cancelled,Switched to competitor,14,12.99
18025,18946,2024-09-01,2025-06-12,churned,Lack of use,9,49.99
18026,12285,2023-04-11,2025-03-26,churned,Other,0,24.99
18027,11971,30-09-2021,2022-09-13,churned,Technical issues,2,12.99
18028,1099,2021-11-02,2022-04-26,churned,Other,2,9.99
18029,17790,27-07-2021,2023-03-16,cancelled,,7,24.99
18030,14333,2024-10-31,2026-08-28,cancelled,Too expensive,6,19.99 USD
18031,12293,2022-01-08,2023-03-27,active,,3,12.99
18032,6816,2020-12-21,2023-09-28,Canceled,Other,11,49.99
18033,15887,2021-07-25,15-08-2022,cancelled,,3,12.99
18034,4594,17-06-2020,2022-12-30,active,,8,12.99
18035,9826,2022-01-06,2023-03-24,cancelled,Too expensive,1,24.99
18036,17063,2024-10-08,13-06-2027,cancelled,Technical issues,-1,49.99
18037,9416,2022-12-20,2025-05-01,cancelled,Switched to competitor,5,12.99 USD
18038,18218,2020-04-26,2021-11-18,cancelled,Switched to competitor,10,49.99
18039,5882,06-06-2022,06-11-2023,active,,3,12.99
18040,15523,2021-06-23,,active,,10,24.99
18041,756,21-12-2020,2021-08-12,active,,8,9.99
18042,19980,20-04-2022,2022-07-29,cancelled,Switched to competitor,10,12.99
18043,18453,2021-08-25,,active,,14,24.99 USD
18044,18100,2022-08-19,,active,,8,9.99
18045,4500,2020-10-04,,active,,10,19.99
18046,4851,08-07-2021,2024-06-21,cancelled,N/A,6,24.99
18047,503,07-02-2022,,active,,7,12.99
18048,15741,2022-07-30,,active,,11,49.99
18049,15458,21-05-2023,,active,,3,9.99
18050,10334,02-04-2021,2023-06-16,churned,Other,7,24.99
18051,15971,2024-05-10,,active,,8,49.99
18052,17297,2020-09-10,,active,,13,9.99
18053,13975,13-06-2023,,active,,0,12.99
18054,6498,2023-09-14,,active,,3,24.99
18055,12586,19-11-2021,2024-04-16,churned,Too expensive,11,9.99
18056,16851,2023-01-06,2025-03-29,active,,4,24.99
18057,9115,2020-02-12,09-09-2022,Canceled,Other,11,49.99
18058,7039,2020-09-06,2023-06-22,cancelled,,5,12.99
18059,5919,01-06-2024,2025-08-04,churned,Other,13,24.99
18060,12438,30-01-2021,,active,,0,49.99
18061,19539,17-12-2020,2022-01-06,cancelled,,4,12.99
18062,15100,2024-01-17,2026-12-13,churned,,0,9.99
18063,19954,2022-11-01,,active,,11,12.99
18064,1948,2022-11-28,2024-07-06,cancelled,Switched to competitor,9,9.99
18065,6732,28-10-2024,2025-12-02,Canceled,N/A,9,49.99
18066,17985,2024-02-07,2025-04-11,churned,Technical issues,14,12.99 USD
18067,2690,2021-03-27,2023-01-11,churned,Switched to competitor,0,49.99
18068,10715,2022-02-24,2024-05-06,active,,0,19.99
18069,13674,2023-11-22,,active,,8,19.99
18070,12374,2022-09-25,,active,,-1,9.99
18071,4136,2020-09-21,,active,,10,49.99
18072,10435,2024-01-08,2024-04-26,cancelled,,12,19.99
18073,3688,2024-07-08,,active,,9,24.99
18074,1278,2021-12-31,2022-02-08,churned,,11,12.99
18075,16525,2020-06-01,,active,,14,9.99
18076,14626,2020-09-14,10-02-2022,churned,N/A,1,19.99
18077,6448,2023-12-11,2026-09-10,cancelled,N/A,4,9.99
18078,5071,04-08-2021,10-01-2022,churned,Switched to competitor,7,12.99
18079,5697,2024-10-10,,active,,4,9.99
18080,10410,17-01-2022,,active,,9,24.99
18081,5890,10-08-2023,25-08-2024,cancelled,N/A,13,9.99
18082,1584,2024-01-02,,active,,4,49.99
18083,16970,2021-01-16,,active,,8,24.99
18084,10942,2022-07-27,,active,,-1,24.99
18085,3143,2020-05-28,2022-12-03,churned,Switched to competitor,3,9.99
18086,10137,2022-11-18,,active,,1,24.99
18087,15382,2021-12-04,,active,,4,24.99
18088,4011,11-06-2020,12-04-2021,Canceled,Lack of use,4,9.99
18089,2653,2023-05-09,2024-06-02,Canceled,N/A,4,9.99
18090,980,06-11-2020,2023-02-14,churned,Switched to competitor,-1,12.99
18091,18108,2024-07-18,,active,,13,9.99
18092,4763,2020-05-24,,active,,5,24.99
18093,7736,2024-03-26,2025-02-09,cancelled,,9,12.99
18094,9624,2020-10-15,,active,,5,24.99 USD
18095,7599,2024-06-24,2025-09-14,churned,N/A,-1,19.99
18096,13762,2024-11-23,2026-11-05,cancelled,Technical issues,10,9.99
18097,16933,18-11-2021,2024-06-14,churned,N/A,13,12.99
18098,15121,2023-04-29,,active,,3,9.99
18099,13400,2023-07-27,2024-10-29,Canceled,N/A,4,49.99
18100,715,27-12-2020,2021-11-13,cancelled,,-1,24.99
18101,2362,2024-06-19,2025-09-01,churned,Other,3,24.99
18102,16701,2024-01-07,2026-08-13,churned,N/A,10,49.99
18103,15415,2022-01-08,,active,,5,24.99
18104,15450,14-09-2022,2025-07-26,churned,Lack of use,3,12.99
18105,7710,08-05-2022,,active,,0,9.99
18106,11104,09-02-2024,,active,,1,12.99
18107,8704,27-12-2023,,active,,7,12.99
18108,11666,2023-10-15,2025-01-11,churned,Switched to competitor,13,12.99
18109,17297,2022-07-18,2022-12-27,active,,0,12.99
18110,10862,2022-03-10,2024-08-04,churned,Switched to competitor,8,12.99
18111,7024,2021-09-01,2022-10-06,Canceled,Other,7,49.99
18112,19351,2022-05-10,2025-01-09,churned,Lack of use,13,9.99
18113,16272,2023-08-07,2026-01-10,cancelled,N/A,7,19.99 USD
18114,8018,18-12-2020,,active,,10,12.99
18115,10538,15-02-2022,,active,,0,12.99
18116,1946,2023-04-06,,active,,6,19.99 USD
18117,2482,2023-09-21,,active,,1,9.99
18118,2254,2020-01-03,2020-12-25,churned,N/A,4,12.99
18119,12371,2022-09-22,2025-05-12,cancelled,N/A,14,9.99
18120,10082,03-03-2024,2024-07-16,active,,10,49.99
18121,10495,04-07-2022,,active,,4,12.99
18122,14088,2023-01-30,07-04-2023,churned,,12,49.99
18123,1467,2024-07-02,01-04-2027,active,,6,12.99
18124,7195,2021-12-22,,active,,10,12.99
18125,9320,21-05-2024,,active,,2,19.99
18126,10232,2021-06-11,,active,,1,24.99
18127,11539,2023-11-01,2025-08-10,churned,,-1,49.99
18128,5050,2020-02-20,2020-12-13,cancelled,Lack of use,7,9.99
18129,14760,2022-07-12,2023-04-10,churned,,6,24.99
18130,16890,2023-07-22,01-01-2026,churned,Switched to competitor,9,24.99
18131,1262,2021-06-25,2024-01-30,cancelled,Technical issues,3,19.99
18132,9125,2021-07-11,2021-11-08,cancelled,,6,9.99
18133,15531,2020-04-08,2020-12-17,cancelled,Technical issues,10,9.99
18134,316,01-03-2020,,active,,14,9.99
18135,18076,2020-04-28,,active,,1,12.99
18136,7069,04-10-2023,14-09-2024,cancelled,Other,2,19.99
18137,15779,10-02-2023,,active,,5,49.99
18138,12837,2024-08-20,,active,,2,49.99
18139,5095,30-04-2020,12-02-2023,Canceled,Other,-1,12.99
18140,7442,2024-06-04,03-05-2027,churned,,3,9.99
18141,9285,09-05-2024,2026-10-21,churned,N/A,1,49.99 USD
18142,5021,2024-07-20,,active,,2,9.99
18143,10481,2020-12-17,,active,,7,19.99
18144,16509,03-05-2022,,active,,2,12.99
18145,2542,2023-02-06,2025-10-06,churned,,2,9.99 USD
18146,9423,2024-10-30,2027-06-01,churned,Switched to competitor,13,12.99
18147,3353,2021-11-01,,active,,8,24.99
18148,10625,08-09-2020,28-10-2020,cancelled,,4,9.99
18149,3129,19-08-2020,2023-06-02,churned,Switched to competitor,14,49.99 USD
18150,3508,2023-07-07,,active,,10,24.99 USD
18151,7597,11-01-2024,2024-03-13,churned,N/A,7,12.99
18152,18330,2022-11-10,19-06-2023,churned,N/A,1,24.99
18153,7227,2022-09-04,,active,,6,19.99
18154,1033,2023-02-28,2026-01-03,active,,2,19.99
18155,19327,2021-06-19,05-11-2023,Canceled,,2,49.99
18156,17107,20-05-2021,2023-09-10,cancelled,,8,24.99
18157,14811,26-07-2024,,active,,14,9.99
18158,9655,2020-02-28,,active,,9,19.99
18159,18102,2024-09-08,,active,,10,19.99
18160,16621,2023-01-05,2024-03-14,churned,N/A,7,49.99
18161,16224,30-07-2022,,active,,0,24.99
18162,18036,14-10-2020,,active,,6,49.99
18163,1504,2021-01-19,2023-12-01,churned,,0,12.99
18164,17800,2020-06-23,,active,,10,9.99
18165,7220,2024-06-04,,active,,11,24.99
18166,17889,2022-05-31,18-10-2023,cancelled,Too expensive,4,9.99
18167,9731,2021-10-12,,active,,12,49.99
18168,8467,2023-02-04,,active,,10,12.99
18169,4999,2023-11-03,,active,,14,49.99
18170,7464,2021-03-02,12-04-2023,churned,Technical issues,13,9.99
18171,3648,15-12-2021,2024-04-04,cancelled,Other,11,9.99
18172,6301,2024-12-03,2027-05-16,Canceled,Other,2,12.99
18173,6914,03-02-2022,,active,,9,9.99
18174,9432,11-12-2023,,active,,4,9.99
18175,19435,24-07-2023,19-12-2025,active,,5,19.99
18176,11938,2020-01-06,,active,,1,12.99 USD
18177,6639,2022-03-12,07-03-2025,churned,Technical issues,5,9.99
18178,12079,2022-02-12,2022-10-19,Canceled,Lack of use,7,9.99
18179,11663,2021-08-31,,active,,5,9.99
18180,19590,2023-09-20,2025-07-25,churned,,7,19.99
18181,17640,12-05-2022,2024-12-14,churned,Other,6,49.99
18182,2379,2021-06-20,2022-08-24,Canceled,,14,9.99
18183,12205,2024-10-27,2027-04-21,cancelled,Switched to competitor,0,19.99
18184,2076,2022-12-23,,active,,8,49.99
18185,15138,2024-11-24,2026-03-14,churned,Lack of use,11,49.99
18186,8636,2020-07-03,2023-05-26,churned,Switched to competitor,8,49.99 USD
18187,9374,2023-09-23,,active,,1,24.99
18188,15482,2022-03-20,2024-03-29,active,,14,19.99
18189,2664,2022-12-03,,active,,5,49.99
18190,19811,2021-04-18,2022-01-03,cancelled,Switched to competitor,9,12.99 USD
18191,13990,2022-07-30,27-12-2022,cancelled,N/A,8,19.99
18192,2763,2020-10-21,2023-01-25,cancelled,Switched to competitor,0,24.99
18193,12799,2024-03-27,20-01-2026,cancelled,Technical issues,12,12.99
18194,1310,2023-10-19,02-09-2024,cancelled,,10,24.99
18195,10418,25-01-2020,,active,,4,49.99
18196,15582,13-11-2022,,active,,1,9.99
18197,6459,2020-07-03,2021-01-03,churned,Technical issues,9,19.99
18198,14454,22-05-2023,2024-10-05,cancelled,Other,7,24.99
18199,6829,06-03-2024,2027-02-10,active,,7,24.99
18200,12467,14-02-2023,2024-01-11,active,,5,24.99
18201,17539,27-02-2021,2022-09-29,churned,Other,1,19.99
18202,6317,12-09-2022,11-03-2023,cancelled,Lack of use,0,12.99
18203,14992,2023-05-17,2025-04-13,churned,,11,24.99
18204,17799,2020-05-05,2021-11-02,cancelled,,9,24.99
18205,12950,2022-03-07,2023-05-03,cancelled,N/A,12,9.99
18206,4907,2021-01-23,,active,,6,24.99
18207,11412,2020-07-22,,active,,1,9.99
18208,5274,2023-08-12,2024-04-15,churned,,5,12.99
18209,11165,2023-02-08,,active,,4,24.99
18210,12960,2020-02-15,2022-03-22,active,,4,49.99
18211,3724,13-07-2024,2027-04-18,Canceled,Technical issues,8,49.99
18212,112,2024-08-26,2026-04-22,cancelled,Switched to competitor,2,19.99
18213,3919,2021-02-28,,active,,8,24.99
18214,7906,2022-06-09,13-11-2023,churned,Lack of use,7,24.99
18215,16794,2022-10-07,,active,,13,12.99
18216,16524,2024-04-23,2027-02-14,active,,2,9.99
18217,11573,24-11-2020,,active,,-1,49.99
18218,3437,2024-03-03,2025-09-24,churned,Too expensive,9,49.99
18219,16125,2022-07-19,2025-07-06,churned,Switched to competitor,10,49.99 USD
18220,7900,06-11-2021,2024-04-13,churned,N/A,10,49.99
18221,11539,19-03-2023,,active,,9,49.99
18222,6736,27-08-2020,,active,,5,19.99
18223,5754,08-05-2022,,active,,4,24.99
18224,16729,2023-04-21,2026-04-17,cancelled,,10,9.99
18225,7181,2021-03-03,2022-03-14,Canceled,Switched to competitor,2,9.99
18226,19373,10-12-2022,07-08-2023,churned,,-1,24.99
18227,8342,2021-07-16,2022-11-27,active,,7,9.99
18228,15389,2020-08-14,08-11-2022,active,,4,19.99
18229,16487,08-06-2025,2022-08-30,churned,Other,3,19.99 USD
18230,17670,2023-07-20,2025-07-11,churned,Switched to competitor,1,9.99
18231,5422,2024-01-15,03-06-2025,churned,Lack of use,4,19.99
18232,9654,2023-12-18,,active,,8,12.99
18233,15113,2023-01-17,,active,,3,24.99 USD
18234,5850,2024-04-11,2025-08-02,churned,Switched to competitor,1,24.99
18235,4177,31-05-2023,2023-12-28,churned,,11,49.99
18236,16878,2022-10-23,2025-02-27,cancelled,Lack of use,10,49.99
18237,14668,2020-10-13,05-05-2022,cancelled,Switched to competitor,-1,9.99
18238,2,15-02-2024,2025-07-23,cancelled,Other,9,49.99
18239,3560,2021-08-04,,active,,4,49.99
18240,13846,2021-05-12,,active,,12,9.99
18241,6770,2024-03-17,2025-04-19,active,,12,49.99
18242,12134,2020-02-05,2020-06-15,churned,Too expensive,10,12.99
18243,6096,13-10-2022,2023-05-26,active,,8,12.99
18244,2929,25-07-2023,2024-12-12,churned,Technical issues,10,24.99
18245,17848,2021-12-28,,active,,14,19.99
18246,11951,09-04-2020,,active,,-1,19.99
18247,5059,2020-10-18,2023-09-01,cancelled,Technical issues,6,49.99
18248,134,2024-05-26,20-05-2027,active,,-1,19.99
18249,5370,2024-01-17,,active,,-1,9.99
18250,11865,18-06-2021,2024-01-19,active,,13,9.99
18251,19976,2024-02-22,,active,,2,49.99
18252,10001,27-03-2020,,active,,13,24.99
18253,19343,2024-09-20,25-03-2025,churned,Lack of use,4,49.99
18254,11558,2023-04-10,2024-07-02,churned,,4,49.99
18255,18108,22-04-2020,,active,,2,12.99
18256,15419,2023-08-17,2026-01-03,active,,5,12.99
18257,7227,2024-12-29,,active,,5,9.99
18258,6827,2020-12-04,2023-04-22,Canceled,Other,7,9.99
18259,779,11-10-2024,18-10-2025,churned,Lack of use,0,49.99
18260,8029,2021-02-20,,active,,8,49.99
18261,14640,2021-02-28,2022-10-24,churned,Other,8,19.99
18262,14859,2021-09-27,,active,,7,49.99
18263,11660,11-03-2020,,active,,13,24.99 USD
18264,13895,2020-05-15,,active,,12,24.99
18265,13646,2024-08-09,2024-09-13,cancelled,Technical issues,-1,24.99
18266,13561,2021-05-10,2024-02-08,churned,,14,19.99
18267,15706,2022-02-23,2023-09-23,churned,N/A,12,19.99
18268,7707,2024-06-29,04-04-2025,active,,5,12.99
18269,2867,2022-04-09,,active,,5,19.99
18270,16653,2020-02-24,2021-12-09,cancelled,Too expensive,5,9.99
18271,5625,2024-06-26,,active,,7,9.99 USD
18272,13878,2020-10-05,29-11-2021,Canceled,,7,9.99
18273,753,2021-07-22,14-04-2024,cancelled,Technical issues,11,19.99
18274,7492,2022-01-21,2025-01-10,churned,Too expensive,2,24.99
18275,5596,2024-09-09,,active,,3,49.99
18276,92,2020-06-10,01-12-2022,churned,Too expensive,1,12.99
18277,5043,2021-12-25,,active,,13,9.99 USD
18278,18051,26-03-2021,02-06-2023,churned,Technical issues,0,9.99
18279,10152,2021-03-24,2022-04-16,active,,-1,12.99
18280,14429,20-05-2020,,active,,3,49.99
18281,17087,01-05-2020,2021-09-12,churned,,13,19.99
18282,3751,16-06-2023,,active,,0,19.99
18283,13575,2021-06-17,,active,,14,19.99
18284,9636,2021-04-06,,active,,0,9.99
18285,12830,20-02-2020,2020-05-07,cancelled,Other,7,12.99
18286,1718,2022-07-17,2023-08-17,churned,Lack of use,5,49.99
18287,517,2020-01-30,2022-09-29,churned,Other,7,49.99
18288,18628,2022-02-01,,active,,3,19.99
18289,943,2024-10-24,25-12-2025,churned,Other,4,12.99 USD
18290,7745,05-02-2020,2022-08-14,Canceled,Other,0,12.99
18291,8176,2022-11-28,27-01-2024,cancelled,,5,49.99
18292,6048,2023-01-08,20-02-2025,active,,0,24.99
18293,18606,2024-07-05,2024-09-08,churned,,11,24.99
18294,8407,2021-05-22,24-02-2022,churned,Too expensive,3,24.99
18295,6082,2022-12-01,,active,,3,12.99
18296,19715,2020-10-03,2022-07-13,cancelled,Technical issues,8,24.99
18297,9254,23-11-2022,2024-11-18,Canceled,N/A,2,19.99
18298,10606,15-12-2024,14-04-2026,churned,Too expensive,14,24.99
18299,4390,2021-11-20,,active,,13,9.99
18300,3795,14-02-2022,,active,,3,19.99
18301,620,2024-05-26,2027-04-14,Canceled,,7,24.99
18302,6703,2021-07-04,,active,,14,9.99
18303,16478,2022-07-06,06-01-2025,churned,,0,9.99
18304,17827,12-08-2024,2026-07-28,active,,3,49.99
18305,3710,27-11-2020,18-05-2021,churned,Lack of use,8,24.99
18306,11758,2021-07-17,2024-05-28,churned,,6,12.99
18307,5797,13-12-2024,,active,,13,24.99
18308,18106,2021-05-29,2022-10-22,churned,Other,11,49.99
18309,6537,2023-01-30,,active,,2,49.99
18310,5343,2023-06-10,2023-08-25,churned,N/A,7,49.99
18311,17771,2022-02-14,2024-10-09,Canceled,Switched to competitor,14,12.99
18312,2559,2022-05-13,2023-09-15,active,,9,12.99
18313,14837,2022-09-06,2023-12-30,cancelled,Lack of use,5,24.99
18314,3621,2022-12-02,,active,,-1,9.99
18315,15692,2024-06-12,11-09-2026,churned,,6,19.99
18316,16310,27-06-2024,,active,,7,9.99
18317,10281,19-01-2021,2022-09-12,cancelled,Other,-1,19.99
18318,5880,10-09-2023,,active,,4,12.99
18319,17297,2024-03-22,2025-11-12,Canceled,Lack of use,-1,19.99
18320,16121,2022-10-19,2024-03-10,active,,9,49.99
18321,19920,2022-09-05,2023-12-11,cancelled,Lack of use,0,9.99
18322,2906,2022-06-01,,active,,11,19.99
18323,11889,16-01-2020,07-11-2020,churned,,10,9.99
18324,451,2022-01-18,,active,,7,9.99
18325,18216,2024-08-14,,active,,13,19.99
18326,13541,2021-07-03,,active,,7,9.99
18327,4076,2022-02-08,13-09-2023,Canceled,Switched to competitor,-1,19.99
18328,8893,10-12-2023,,active,,6,49.99
18329,43,2022-05-10,2024-12-21,churned,Lack of use,10,12.99
18330,3327,09-01-2020,2021-09-04,churned,Switched to competitor,11,24.99
18331,5869,2022-10-22,2023-02-06,cancelled,,12,9.99
18332,3147,27-06-2023,29-11-2024,churned,Too expensive,0,24.99
18333,10922,2023-09-13,,active,,8,19.99
18334,6454,2021-12-28,2022-07-03,churned,N/A,10,19.99 USD
18335,5089,2020-04-06,29-03-2022,churned,,2,19.99
18336,11062,2021-04-15,,active,,0,9.99
18337,11959,11-11-2024,,active,,14,19.99
18338,3912,2023-12-16,2025-10-17,cancelled,N/A,6,49.99
18339,10927,2023-05-26,2025-01-23,churned,Other,3,12.99
18340,6097,21-06-2022,2024-07-02,churned,,0,49.99
18341,16890,2022-06-19,17-08-2023,churned,Switched to competitor,13,12.99
18342,10342,14-01-2023,2023-11-17,cancelled,Switched to competitor,11,49.99
18343,19745,2020-01-11,,active,,-1,49.99
18344,16419,2020-05-03,22-01-2021,churned,Technical issues,-1,19.99
18345,15075,2023-03-12,,active,,8,19.99
18346,8621,2022-06-26,,active,,3,19.99
18347,3930,2020-05-05,2021-02-05,active,,0,9.99
18348,8587,2024-02-24,,active,,0,49.99
18349,5837,2020-06-02,2022-08-03,churned,,4,12.99
18350,11086,2024-02-25,28-05-2026,cancelled,,1,12.99
18351,5493,2023-06-01,,active,,8,19.99
18352,7639,2024-01-07,2024-08-08,active,,8,19.99
18353,1588,2023-07-12,,active,,3,24.99 USD
18354,18809,2024-12-16,,active,,4,19.99
18355,7986,2022-05-13,18-04-2023,churned,Other,-1,24.99
18356,7531,2022-09-20,,active,,2,9.99
18357,717,02-10-2023,2024-04-21,cancelled,Too expensive,8,12.99
18358,11577,2020-08-31,,active,,9,19.99
18359,11166,2022-08-07,2024-05-09,churned,,9,12.99
18360,2219,2020-12-25,,active,,9,24.99
18361,18649,2020-01-18,2021-02-19,active,,13,19.99
18362,5186,2023-08-07,20-06-2025,cancelled,Lack of use,11,12.99
18363,2768,24-07-2024,,active,,14,24.99
18364,5220,2021-05-20,,active,,7,24.99
18365,5867,04-09-2022,2023-10-03,churned,Lack of use,8,12.99
18366,494,2024-06-24,,active,,12,49.99
18367,177,2023-04-17,2025-09-22,cancelled,Other,6,49.99
18368,15043,2021-03-02,2021-09-26,Canceled,Lack of use,3,19.99 USD
18369,18254,2022-09-25,,active,,14,49.99
18370,18851,2024-08-18,,active,,13,24.99
18371,7918,2022-09-29,2023-04-20,churned,Lack of use,13,19.99
18372,15231,2020-01-07,2022-03-10,cancelled,Lack of use,12,19.99
18373,991,13-08-2020,2023-07-29,churned,Switched to competitor,-1,49.99
18374,17746,2020-08-15,2021-05-17,cancelled,Too expensive,4,49.99
18375,11496,2021-03-20,,active,,12,9.99
18376,15309,2023-06-07,,active,,3,49.99
18377,6469,2022-11-26,2025-01-12,churned,Other,3,19.99 USD
18378,14309,2020-06-12,2021-02-17,cancelled,,9,49.99
18379,9138,2020-06-26,16-08-2021,active,,10,19.99
18380,13502,2021-07-02,31-12-2021,churned,Lack of use,13,12.99
18381,4740,2023-02-26,2024-01-07,cancelled,N/A,13,19.99
18382,6955,15-09-2022,2023-02-24,active,,1,9.99
18383,17597,21-10-2024,13-05-2026,churned,Switched to competitor,6,9.99
18384,11363,2024-09-13,07-01-2025,cancelled,Other,5,9.99
18385,81,26-12-2023,,active,,5,12.99
18386,13627,2021-05-10,2021-11-10,churned,,14,12.99
18387,19772,06-05-2021,05-06-2021,cancelled,N/A,8,49.99
18388,16384,2021-03-23,,active,,-1,19.99
18389,4287,29-02-2020,,active,,5,24.99
18390,3254,2020-06-12,2021-09-19,cancelled,,8,24.99
18391,19884,2020-05-14,2023-01-26,cancelled,,6,49.99
18392,17161,2022-07-29,,active,,7,49.99
18393,3481,09-05-2023,,active,,2,12.99
18394,13946,12-02-2021,,active,,3,12.99
18395,10629,2021-05-06,,active,,14,9.99
18396,15686,23-11-2023,2026-07-15,active,,1,19.99
18397,122,2021-06-24,,active,,9,9.99
18398,3938,23-07-2020,2021-10-25,active,,11,19.99
18399,1692,2021-10-12,29-06-2024,cancelled,,9,9.99
18400,14584,02-12-2024,2025-08-16,Canceled,N/A,10,24.99
18401,10897,2020-08-09,2021-08-27,cancelled,Other,4,12.99
18402,18304,2020-06-12,,active,,6,12.99
18403,1607,07-08-2021,2023-09-01,cancelled,Too expensive,12,49.99
18404,7469,2023-01-04,,active,,0,24.99
18405,11511,2023-03-03,2025-12-16,Canceled,,9,19.99
18406,14167,2024-04-28,2026-10-25,churned,,0,49.99
18407,8354,2020-06-11,,active,,2,9.99 USD
18408,10122,11-04-2022,2023-12-13,active,,10,49.99
18409,12192,2024-10-23,10-08-2026,cancelled,Too expensive,12,19.99
18410,17757,2020-05-11,2021-01-22,active,,13,49.99
18411,10185,2022-10-17,2023-09-16,cancelled,Too expensive,8,24.99 USD
18412,9954,2020-03-10,2020-11-05,churned,Switched to competitor,3,49.99
18413,12422,10-03-2022,2022-10-02,churned,Too expensive,4,9.99
18414,7097,26-03-2021,2022-05-06,cancelled,N/A,7,24.99 USD
18415,11249,2022-06-13,2024-07-08,cancelled,N/A,10,24.99
18416,4505,2021-01-02,2022-03-11,active,,11,24.99
18417,8301,2020-07-19,,active,,10,12.99
18418,19371,2022-09-17,2023-05-06,active,,4,49.99
18419,14023,2022-04-01,,active,,14,24.99
18420,1416,04-08-2022,,active,,12,19.99
18421,15830,2024-03-28,2025-04-04,cancelled,Too expensive,11,24.99
18422,259,2024-12-05,18-11-2025,cancelled,Too expensive,2,19.99
18423,101,30-10-2020,2023-07-09,cancelled,Switched to competitor,-1,9.99
18424,16971,2022-10-12,,active,,-1,49.99
18425,3139,2021-06-09,2023-02-19,churned,Other,1,24.99
18426,17852,2021-07-09,,active,,3,24.99
18427,3262,28-03-2023,,active,,13,12.99
18428,6312,12-01-2023,,active,,4,9.99
18429,7820,2022-03-09,2024-01-04,cancelled,Lack of use,13,12.99
18430,6779,2023-06-10,2025-08-16,cancelled,,14,19.99
18431,417,28-01-2020,2022-04-15,cancelled,Too expensive,14,12.99
18432,809,2023-04-06,2025-04-07,active,,10,49.99
18433,10019,2024-05-11,2026-07-15,churned,Too expensive,13,19.99
18434,16211,2024-01-22,,active,,10,49.99
18435,15124,2022-01-02,,active,,12,19.99
18436,17941,17-02-2021,2021-12-03,active,,11,49.99
18437,8576,06-10-2021,2022-06-18,Canceled,Switched to competitor,7,19.99
18438,2402,2024-11-03,18-05-2027,active,,2,49.99
18439,14042,2024-04-13,2027-02-08,churned,N/A,1,12.99
18440,10100,11-08-2023,2026-02-10,active,,2,49.99
18441,9403,27-11-2024,2027-01-14,churned,,9,9.99
18442,17685,2020-12-24,,active,,7,49.99
18443,10825,2022-03-02,2022-04-12,active,,11,49.99
18444,16225,13-11-2020,05-01-2021,churned,Lack of use,2,49.99
18445,9811,2023-04-11,2024-10-28,churned,,7,9.99 USD
18446,4298,2024-12-28,2026-03-22,active,,-1,12.99
