customer_id,signup_date,age,country,marketing_channel,plan_type,is_student
9166,2022-01-29,55,,referral,Pro,TRUE
9167,2021-09-30,23,,email,enterprise,Yes
9168,03/12/2024,67,,insta_ads,,
9169,2022-11-29,55,,linkedin,,No
9170,2022-07-12,55,,LinkedIn Ads,Pro,0
9171,19/02/2021,,,insta_ads,,FALSE
9172,2023-10-10,,de,,pro,Yes
9173,2020-09-11,30,ES,,,FALSE
9174,12/03/2023,63,NL,linkedin,,0
9175,2024-11-10,,,Instagram Ads,,No
9176,29/10/2024,56,germany,Google,starter,FALSE
9177,2021-12-10,30,UK,linkedin,basic,0
9178,2021-07-30,64,de,UNKWN,,Yes
9179,2022-06-18,29,Germany,linkedin,pro,
9180,11/01/2020,,IT,instagram,,Yes
9181,01/07/2024,,germany,unknown,BASIC,No
9182,26/01/2020,50,IT,unknown,,No
9183,2022-08-14,45,FR,,,1
9184,24/02/2021,,,UNKWN,Pro,Yes
9185,2024-08-13,20,PL,,,0
9186,29/05/2023,35,PL,referral,,1
9187,10/05/2021,43,FR,Instagram Ads,,FALSE
9188,14/06/2023,,IT,,,No
9189,24/08/2020,57,,instagram,enterprise,0
9190,05/10/2022,19,ES,Insta,enterprise,TRUE
9191,2020-08-06,21,,referral,BASIC,0
9192,2024-02-19,67,PL,Instagram Ads,enterprise,FALSE
9193,2021-04-05,45,NL,referral,BASIC,1
9194,24/10/2021,45,FR,Instagram Ads,,Yes
9195,26/09/2021,42,IT,Instagram Ads,pro,No
9196,13/03/2023,43,,,,No
9197,2022-09-16,62,DE,email,BASIC,0
9198,2020-07-07,64,,,BASIC,
9199,2020-09-11,19,PL,insta_ads,BASIC,FALSE
9200,2020-03-08,59,Germany,,,0
9201,07/09/2021,51,DE,linkedin,,FALSE
9202,01/12/2020,47,ES,,enterprise,No
9203,2021-11-01,,,Google,basic,1
9204,31/03/2022,38,,,Pro,Yes
9205,23/05/2022,61,PL,,BASIC,No
9206,2023-12-03,54,,,basic,No
9207,2020-10-26,61,Germany,email,,FALSE
9208,13/06/2024,40,DE,UNKWN,Basic,Yes
9209,22/12/2020,50,Germany,,BASIC,No
9210,12/09/2020,,,,enterprise,FALSE
9211,04/10/2022,19,FR,Insta,Pro,TRUE
9212,18/12/2020,44,,,Basic,
9213,2024-10-21,65,PL,email,pro,No
9214,24/03/2024,,NL,LinkedIn Ads,basic,TRUE
9215,07/06/2021,39,,instagram,BASIC,Yes
9216,2022-08-07,51,,google_ads,basic,Yes
9217,2022-01-25,33,NL,linkedin,BASIC,No
9218,13/09/2024,37,germany,referral,Basic,
9219,10/10/2020,43,PL,unknown,starter,0
9220,2023-08-28,33,,UNKWN,pro,1
9221,2020-04-08,23,FR,instagram,BASIC,FALSE
9222,15/07/2020,62,Germany,Google,,FALSE
9223,2021-04-26,61,FR,Instagram Ads,pro,1
9224,2022-05-27,40,de,insta_ads,enterprise,
9225,2023-06-03,59,,Instagram Ads,,TRUE
9226,2021-09-06,54,,Google,,0
9227,2021-09-09,25,,google_ads,,0
9228,2023-10-20,23,ES,email,Pro,Yes
9229,2021-01-02,54,DE,Instagram Ads,,No
9230,2021-07-23,69,ES,,,FALSE
9231,2021-08-12,39,,,starter,FALSE
9232,03/01/2023,23,FR,Instagram Ads,Basic,No
9233,01/12/2022,,,,,No
9234,2021-02-25,49,NL,referral,Pro,FALSE
9235,15/04/2022,34,,linkedin,,FALSE
9236,19/04/2023,55,,,,FALSE
9237,28/06/2021,34,IT,LinkedIn Ads,,No
9238,2020-03-11,54,ES,email,starter,0
9239,2024-05-10,40,,google_ads,,TRUE
9240,2023-02-02,66,,Google,pro,FALSE
9241,2023-05-08,,,UNKWN,basic,
9242,29/01/2023,66,IT,linkedin,,
9243,2022-02-06,,UK,linkedin,enterprise,TRUE
9244,02/11/2020,30,FR,,basic,FALSE
9245,28/05/2024,49,DE,,,No
9246,2024-09-02,39,,referral,,1
9247,2021-01-11,24,NL,LinkedIn Ads,BASIC,TRUE
9248,16/10/2021,39,FR,unknown,,
9249,2021-11-08,38,germany,LinkedIn Ads,basic,
9250,2021-02-02,23,ES,LinkedIn Ads,Pro,1
9251,2024-12-01,,FR,,pro,FALSE
9252,2020-08-08,31,DE,Insta,starter,
9253,06/06/2024,33,de,,basic,FALSE
9254,30/06/2020,20,germany,UNKWN,enterprise,0
9255,02/11/2020,26,PL,LinkedIn Ads,basic,No
9256,2021-06-05,64,FR,,basic,1
9257,20/11/2023,38,IT,Google,Basic,1
9258,10/10/2022,67,de,,,FALSE
9259,2020-01-04,47,PL,,basic,
9260,12/05/2022,47,FR,referral,,Yes
9261,2022-04-27,,germany,Insta,basic,
9262,14/03/2022,59,NL,,basic,
9263,28/07/2023,59,ES,instagram,,0
9264,02/08/2020,49,,,,
9265,29/08/2022,40,,insta_ads,basic,Yes
9266,2024-06-21,20,germany,,enterprise,1
9267,14/12/2023,18,PL,email,,
9268,10/04/2020,20,Germany,,Basic,1
9269,2022-08-20,,,google_ads,starter,
9270,24/03/2024,54,,google_ads,Basic,TRUE
9271,26/07/2021,24,UK,Insta,Pro,FALSE
9272,2023-08-25,20,de,instagram,pro,Yes
9273,2021-10-19,53,IT,,pro,No
9274,27/07/2022,66,,,,TRUE
9275,13/03/2024,20,,email,basic,Yes
9276,22/12/2022,,,referral,,FALSE
9277,14/07/2024,21,germany,,Basic,FALSE
9278,13/08/2020,48,germany,,basic,0
9279,14/04/2020,19,UK,,starter,FALSE
9280,2022-02-10,31,NL,linkedin,Basic,Yes
9281,19/12/2023,54,de,Instagram Ads,,FALSE
9282,02/07/2023,48,DE,insta_ads,enterprise,
9283,2021-03-04,,,instagram,pro,0
9284,2021-03-09,19,IT,linkedin,pro,No
9285,2023-05-15,48,,google_ads,basic,
9286,17/11/2022,64,,,Basic,0
9287,12/11/2021,60,PL,,pro,FALSE
9288,2023-09-21,39,Germany,,enterprise,TRUE
9289,10/08/2021,27,de,insta_ads,basic,0
9290,09/07/2024,69,germany,insta_ads,enterprise,No
9291,2022-12-28,47,de,Insta,Basic,
9292,2022-05-15,50,,LinkedIn Ads,Basic,TRUE
9293,15/01/2022,36,de,,,0
9294,2024-03-16,63,FR,Google,,0
9295,2023-04-05,42,UK,google_ads,,TRUE
9296,13/05/2022,,FR,,starter,
9297,2024-10-19,,PL,instagram,pro,1
9298,2024-12-13,,NL,linkedin,,1
9299,02/01/2021,,de,,starter,FALSE
9300,2020-09-07,63,DE,LinkedIn Ads,,No
9301,08/05/2022,18,Germany,,,
9302,2022-05-05,49,ES,,pro,Yes
9303,05/09/2024,42,,referral,basic,1
9304,08/04/2023,,FR,Insta,enterprise,No
9305,16/11/2024,58,PL,,,1
9306,18/01/2023,34,PL,,BASIC,0
9307,2021-07-14,31,de,google_ads,enterprise,No
9308,09/01/2024,62,,unknown,,FALSE
9309,20/10/2020,30,NL,google_ads,starter,TRUE
9310,07/07/2022,55,,,Pro,1
9311,19/03/2023,56,,instagram,,
9312,2023-03-01,19,germany,Google,enterprise,TRUE
9313,2021-03-08,49,,unknown,,0
9314,28/02/2020,49,DE,referral,BASIC,TRUE
9315,2022-08-26,,,instagram,enterprise,
9316,2022-04-15,57,de,,pro,
9317,17/07/2020,,,,enterprise,
9318,2020-08-02,23,,,Pro,Yes
9319,2022-06-16,42,ES,,pro,Yes
9320,2024-05-03,20,FR,linkedin,BASIC,FALSE
9321,16/04/2021,35,,,,No
9322,2024-11-02,67,IT,unknown,Basic,
9323,2020-09-03,,NL,,BASIC,FALSE
9324,2021-01-16,,ES,google_ads,Basic,No
9325,2022-09-17,55,ES,insta_ads,BASIC,0
9326,16/06/2023,60,de,UNKWN,Basic,
9327,2022-07-15,20,IT,linkedin,basic,Yes
9328,22/10/2023,65,de,,,FALSE
9329,2023-04-06,22,,instagram,,No
9330,2021-07-13,41,IT,referral,pro,0
9331,10/12/2022,,PL,,,Yes
9332,21/06/2024,51,,,,No
9333,2024-10-17,64,DE,Insta,enterprise,FALSE
9334,2021-11-19,65,NL,,Pro,1
9335,2021-01-14,56,PL,referral,starter,1
9336,18/04/2021,65,NL,google_ads,,0
9337,08/01/2023,41,FR,Google,,FALSE
9338,2021-11-27,53,,Google,enterprise,0
9339,22/10/2023,45,,Google,enterprise,TRUE
9340,24/01/2024,65,germany,,basic,0
9341,2022-06-29,66,DE,,,
9342,11/04/2024,51,NL,,starter,1
9343,15/01/2024,33,,referral,enterprise,0
9344,2024-01-27,53,germany,,,1
9345,17/08/2022,24,,linkedin,Basic,1
9346,22/04/2021,35,germany,insta_ads,,TRUE
9347,2022-09-30,23,germany,,starter,Yes
9348,2022-07-14,67,de,google_ads,starter,Yes
9349,2023-12-14,45,,LinkedIn Ads,BASIC,
9350,07/12/2021,56,,google_ads,,TRUE
9351,2023-05-22,51,,Insta,starter,0
9352,24/10/2023,68,germany,unknown,,TRUE
9353,2022-05-03,58,de,unknown,basic,FALSE
9354,2023-02-11,46,PL,insta_ads,,FALSE
9355,2022-10-13,21,IT,,,
9356,2022-01-23,31,,,,0
9357,17/05/2021,22,UK,Google,basic,FALSE
9358,17/07/2024,42,de,,,Yes
9359,2022-03-27,56,,instagram,Pro,0
9360,2021-08-10,25,de,unknown,,
9361,27/08/2023,32,de,,,No
9362,2024-02-01,,DE,instagram,,1
9363,08/12/2021,36,,LinkedIn Ads,,FALSE
9364,2022-12-03,,ES,,basic,
9365,09/12/2023,28,ES,insta_ads,basic,1
9366,2024-09-17,37,DE,Insta,enterprise,TRUE
9367,23/06/2023,,,UNKWN,,Yes
9368,2023-01-12,53,DE,referral,,FALSE
9369,2020-07-25,35,ES,Insta,,0
9370,2020-05-30,31,,google_ads,pro,0
9371,29/10/2021,,ES,google_ads,,No
9372,11/06/2021,55,germany,Google,,0
9373,2020-06-13,42,Germany,insta_ads,enterprise,Yes
9374,2022-07-05,33,,referral,,TRUE
9375,14/03/2023,35,NL,google_ads,BASIC,0
9376,06/10/2022,18,ES,google_ads,,
9377,2020-02-06,57,DE,,pro,
9378,28/11/2020,18,Germany,,,0
9379,06/02/2021,18,DE,,basic,0
9380,2021-02-17,68,Germany,referral,basic,1
9381,14/02/2020,38,de,linkedin,BASIC,Yes
9382,2023-11-26,,FR,unknown,Basic,
9383,24/07/2020,,,,pro,1
9384,02/03/2020,42,Germany,email,,0
9385,23/02/2021,44,IT,,,FALSE
9386,17/05/2022,27,PL,Insta,,0
9387,2024-01-31,67,IT,,pro,0
9388,30/03/2022,29,de,,BASIC,TRUE
9389,2020-01-19,45,UK,referral,Pro,No
9390,30/12/2020,66,UK,UNKWN,,Yes
9391,2023-08-16,49,IT,UNKWN,Pro,0
9392,2022-10-27,50,UK,,enterprise,1
9393,2024-11-19,25,Germany,email,enterprise,TRUE
9394,03/03/2021,59,IT,,enterprise,
9395,14/02/2023,43,,linkedin,,TRUE
9396,2021-08-02,59,DE,,,
9397,10/03/2024,67,de,Instagram Ads,basic,FALSE
9398,29/06/2021,,,insta_ads,BASIC,Yes
9399,25/09/2024,58,UK,UNKWN,pro,FALSE
9400,2020-11-20,,DE,,starter,FALSE
9401,2020-02-24,19,NL,Instagram Ads,basic,FALSE
9402,2022-02-16,52,,Instagram Ads,basic,TRUE
9403,2022-09-18,51,,insta_ads,starter,1
9404,11/02/2020,23,,email,pro,1
9405,2023-08-13,48,de,,starter,No
9406,2020-08-18,40,de,UNKWN,Basic,0
9407,28/03/2021,29,ES,referral,pro,No
9408,2021-01-28,,IT,,,1
9409,25/03/2024,68,,UNKWN,BASIC,FALSE
9410,2023-10-13,45,,UNKWN,enterprise,TRUE
9411,2024-01-07,32,de,Insta,starter,FALSE
9412,2023-02-25,36,,,Basic,FALSE
9413,2021-11-21,29,germany,referral,,
9414,2023-11-29,67,Germany,instagram,,FALSE
9415,26/01/2021,65,,instagram,Basic,Yes
9416,01/05/2023,19,FR,LinkedIn Ads,enterprise,Yes
9417,26/08/2021,28,NL,Google,,FALSE
9418,2022-05-30,61,de,insta_ads,,No
9419,01/11/2024,54,,,BASIC,No
9420,06/01/2023,,FR,UNKWN,Pro,1
9421,2020-03-25,,PL,,starter,TRUE
9422,2022-11-19,,ES,unknown,Basic,Yes
9423,14/10/2024,55,germany,Instagram Ads,,0
9424,18/02/2020,42,,LinkedIn Ads,Basic,FALSE
9425,05/12/2024,60,UK,linkedin,,0
9426,2023-03-14,38,PL,,,Yes
9427,09/03/2020,59,Germany,UNKWN,,0
9428,2022-12-17,53,germany,Google,,1
9429,27/11/2021,26,,Google,BASIC,No
9430,2024-05-16,29,NL,unknown,,
9431,2021-04-23,27,FR,UNKWN,pro,No
9432,2022-03-30,,ES,,,
9433,08/01/2024,63,,,pro,
9434,2023-08-12,22,,,Basic,TRUE
9435,28/08/2024,50,de,Instagram Ads,BASIC,TRUE
9436,2023-04-09,22,NL,UNKWN,,
9437,2024-05-17,33,PL,google_ads,basic,1
9438,2020-05-26,54,IT,email,starter,TRUE
9439,2024-02-16,54,NL,email,Pro,1
9440,2023-08-22,46,FR,,,0
9441,23/08/2024,35,FR,instagram,,0
9442,2024-08-03,46,,google_ads,,
9443,12/10/2022,23,,insta_ads,pro,Yes
9444,31/08/2021,,NL,instagram,enterprise,FALSE
9445,21/03/2021,35,,,,No
9446,08/08/2020,49,FR,LinkedIn Ads,,
9447,2024-04-27,,NL,,BASIC,FALSE
9448,02/11/2023,59,DE,,,0
9449,2024-07-01,64,,,BASIC,Yes
9450,13/07/2023,48,UK,email,basic,0
9451,04/04/2020,,UK,linkedin,starter,
9452,2020-09-18,,,insta_ads,enterprise,TRUE
9453,15/06/2022,,PL,instagram,,No
9454,2022-12-30,28,Germany,LinkedIn Ads,,TRUE
9455,2020-08-06,43,,,enterprise,FALSE
9456,05/04/2024,45,PL,,,0
9457,01/04/2020,44,FR,linkedin,pro,TRUE
9458,2020-05-06,36,de,,basic,1
9459,20/03/2020,,NL,linkedin,basic,FALSE
9460,2023-06-15,62,germany,google_ads,,TRUE
9461,09/09/2022,44,,Instagram Ads,starter,FALSE
9462,2023-10-27,,,Instagram Ads,BASIC,TRUE
9463,04/07/2022,,IT,Google,pro,TRUE
9464,2021-04-30,37,,,enterprise,0
9465,24/11/2021,20,PL,insta_ads,enterprise,0
9466,2020-01-25,33,IT,insta_ads,pro,0
9467,04/06/2020,56,,insta_ads,,FALSE
9468,20/03/2024,61,ES,Instagram Ads,pro,Yes
9469,2021-09-23,46,,email,,
9470,2024-12-17,32,,,starter,FALSE
9471,02/04/2024,47,,,Pro,No
9472,2024-09-29,57,IT,UNKWN,BASIC,No
9473,2022-12-16,,germany,Google,starter,Yes
9474,2024-06-16,66,UK,insta_ads,,TRUE
9475,2020-01-19,18,DE,google_ads,,FALSE
9476,2023-11-08,46,FR,linkedin,,
9477,01/05/2023,,PL,google_ads,BASIC,0
9478,2020-08-24,47,UK,email,,TRUE
9479,2023-11-11,57,ES,,BASIC,TRUE
9480,2023-12-20,63,FR,Google,Pro,No
9481,03/10/2020,49,de,LinkedIn Ads,,0
9482,2023-06-04,27,UK,google_ads,,
9483,14/01/2022,44,,,Basic,0
9484,05/07/2021,68,FR,referral,basic,FALSE
9485,08/09/2023,25,UK,instagram,,1
9486,22/03/2023,68,,,basic,0
9487,2021-09-30,53,Germany,instagram,enterprise,
9488,24/08/2020,59,,insta_ads,Basic,0
9489,2022-09-24,,,Google,,No
9490,24/02/2020,52,de,,,0
9491,2023-12-30,53,,Insta,starter,TRUE
9492,2021-11-14,65,Germany,google_ads,enterprise,TRUE
9493,18/04/2020,,germany,unknown,pro,1
9494,22/04/2023,53,de,referral,pro,TRUE
9495,2023-10-23,42,,,enterprise,Yes
9496,2023-05-06,37,germany,,,1
9497,2023-10-26,,germany,,starter,0
9498,2021-01-07,,,,,TRUE
9499,2022-08-30,69,ES,Insta,,No
9500,29/02/2024,62,,UNKWN,,No
9501,10/06/2024,,FR,unknown,basic,
9502,19/07/2020,34,IT,UNKWN,,Yes
9503,28/04/2022,40,,Instagram Ads,,1
9504,2021-05-23,42,IT,referral,BASIC,1
9505,2023-09-07,65,Germany,UNKWN,,TRUE
9506,2020-10-01,,NL,linkedin,pro,TRUE
9507,29/07/2020,,IT,Google,Pro,FALSE
9508,18/05/2021,66,IT,LinkedIn Ads,BASIC,0
9509,15/02/2023,48,de,unknown,enterprise,Yes
9510,03/12/2021,23,,Google,Basic,1
9511,2024-04-26,52,,insta_ads,BASIC,TRUE
9512,11/02/2020,69,UK,instagram,Basic,0
9513,2020-11-10,,Germany,Instagram Ads,,1
9514,2022-02-26,21,Germany,,BASIC,0
9515,2020-11-24,57,,,,Yes
9516,2022-11-06,37,,referral,Pro,No
9517,09/10/2020,58,ES,email,basic,Yes
9518,31/07/2022,,germany,,Pro,1
9519,14/09/2020,18,germany,,,TRUE
9520,28/07/2021,62,DE,,,1
9521,2021-07-27,43,ES,referral,BASIC,FALSE
9522,2021-09-03,51,PL,insta_ads,enterprise,0
9523,08/11/2022,,PL,linkedin,Pro,Yes
9524,2024-04-01,27,,linkedin,basic,FALSE
9525,2022-04-16,40,PL,unknown,Basic,1
9526,2021-02-26,68,FR,insta_ads,pro,
9527,29/01/2024,66,UK,UNKWN,enterprise,1
9528,2023-10-28,41,ES,,starter,0
9529,2022-01-27,30,FR,email,Pro,FALSE
9530,2022-02-01,46,germany,google_ads,Basic,TRUE
9531,09/01/2023,,,email,pro,TRUE
9532,23/04/2024,63,germany,,,Yes
9533,20/04/2024,44,germany,insta_ads,BASIC,0
9534,27/02/2021,48,germany,Instagram Ads,basic,FALSE
9535,2021-03-04,60,,,Pro,Yes
9536,2023-11-12,27,,Google,,Yes
9537,2024-09-28,48,ES,email,,No
9538,20/08/2024,56,,unknown,,0
9539,22/07/2020,27,ES,,starter,Yes
9540,2020-07-14,41,FR,Instagram Ads,,0
9541,2021-12-28,50,,,pro,0
9542,11/10/2020,31,,,BASIC,Yes
9543,14/07/2020,52,,UNKWN,starter,No
9544,02/11/2020,62,,Google,enterprise,Yes
9545,14/08/2024,51,NL,linkedin,pro,Yes
9546,2020-01-14,34,PL,,starter,0
9547,2023-03-15,38,UK,unknown,BASIC,Yes
9548,2022-12-16,49,ES,UNKWN,BASIC,FALSE
9549,2021-12-23,20,,,,No
9550,18/02/2022,,NL,instagram,Pro,TRUE
9551,18/05/2023,32,FR,unknown,,Yes
9552,2021-06-12,25,UK,referral,starter,FALSE
9553,08/03/2022,49,,Google,basic,FALSE
9554,09/12/2020,55,germany,Insta,starter,FALSE
9555,2024-10-04,43,,google_ads,pro,No
9556,22/06/2024,47,ES,referral,,
9557,2023-07-26,26,germany,,enterprise,
9558,2020-07-27,,PL,,Basic,No
9559,02/10/2021,49,IT,Google,,1
9560,2023-09-20,28,FR,,BASIC,Yes
9561,2023-08-04,39,UK,,,TRUE
9562,08/09/2020,51,ES,UNKWN,basic,TRUE
9563,2023-07-12,58,,Instagram Ads,,1
9564,2020-09-27,35,IT,UNKWN,enterprise,TRUE
9565,2022-07-08,36,de,,Basic,Yes
9566,19/09/2024,,NL,,,TRUE
9567,22/02/2021,35,IT,Google,enterprise,Yes
9568,2024-10-15,54,PL,email,basic,No
9569,2022-03-05,35,,UNKWN,BASIC,
9570,2023-05-19,29,FR,unknown,enterprise,No
9571,20/10/2023,21,,,BASIC,Yes
9572,04/01/2023,64,Germany,Insta,Basic,
9573,2024-08-10,60,de,Google,pro,
9574,2023-09-06,44,,google_ads,BASIC,0
9575,2021-12-25,68,de,email,,Yes
9576,08/03/2021,22,Germany,,enterprise,No
9577,18/04/2020,23,DE,linkedin,basic,Yes
9578,2021-10-02,30,DE,instagram,basic,1
9579,2024-03-25,40,IT,referral,Pro,No
9580,06/12/2022,59,UK,UNKWN,starter,TRUE
9581,13/01/2021,,,insta_ads,basic,No
9582,24/01/2023,42,,google_ads,,TRUE
9583,2022-08-15,63,PL,,Basic,TRUE
9584,2020-04-12,21,ES,,basic,1
9585,2022-06-10,69,IT,UNKWN,BASIC,No
9586,2022-05-03,,DE,Instagram Ads,,No
9587,2023-03-15,49,,,basic,1
9588,2022-11-16,61,DE,unknown,starter,
9589,2024-10-21,32,NL,Instagram Ads,starter,No
9590,13/06/2021,43,FR,Google,Pro,
9591,09/11/2021,59,IT,,BASIC,TRUE
9592,2022-09-15,28,ES,Insta,,0
9593,2023-01-10,26,germany,,Pro,0
9594,03/03/2021,28,DE,LinkedIn Ads,enterprise,
9595,26/05/2024,19,germany,UNKWN,Pro,Yes
9596,2022-04-01,62,UK,Google,,0
9597,2024-02-11,44,UK,insta_ads,Basic,0
9598,24/11/2024,,PL,,,1
9599,2023-03-31,,,LinkedIn Ads,pro,0
9600,2022-07-20,43,,Insta,Basic,1
9601,26/11/2023,25,,,enterprise,
9602,11/03/2024,,,,pro,Yes
9603,2022-11-27,38,DE,instagram,,TRUE
9604,25/05/2021,38,de,unknown,,Yes
9605,27/01/2021,25,PL,instagram,Pro,No
9606,2021-12-13,18,,LinkedIn Ads,enterprise,Yes
9607,2021-05-08,55,de,Insta,basic,1
9608,08/05/2023,,,,Basic,FALSE
9609,2023-07-02,30,,Insta,,No
9610,2023-04-17,26,,Instagram Ads,enterprise,
9611,2021-06-30,45,,Insta,enterprise,0
9612,2021-08-16,23,UK,,starter,0
9613,23/01/2021,64,NL,Instagram Ads,starter,
9614,2023-11-22,40,Germany,,BASIC,0
9615,2024-10-21,65,Germany,UNKWN,,Yes
9616,2020-06-06,53,ES,UNKWN,starter,Yes
9617,2022-10-24,,Germany,google_ads,,TRUE
9618,2020-06-15,,NL,referral,Pro,
9619,2024-01-31,34,,Insta,BASIC,No
9620,2022-08-17,26,PL,LinkedIn Ads,,TRUE
9621,12/02/2021,29,germany,google_ads,,1
9622,06/12/2023,39,ES,LinkedIn Ads,basic,1
9623,12/05/2023,68,PL,,Pro,TRUE
9624,12/07/2020,69,germany,,Basic,No
9625,22/08/2020,,,,basic,TRUE
9626,2021-12-18,29,,,starter,0
9627,2023-03-19,,FR,unknown,Pro,TRUE
9628,2023-03-28,23,IT,referral,enterprise,No
9629,26/07/2023,61,PL,Google,basic,1
9630,26/03/2022,26,IT,google_ads,BASIC,FALSE
9631,07/02/2021,69,PL,google_ads,Pro,TRUE
9632,11/06/2022,54,germany,LinkedIn Ads,Pro,0
9633,08/11/2021,,DE,instagram,,0
9634,2023-08-27,20,ES,Insta,Pro,TRUE
9635,2020-03-08,51,FR,,enterprise,Yes
9636,2024-01-26,25,,linkedin,enterprise,No
9637,2020-03-28,27,,email,,Yes
9638,04/08/2020,64,germany,Instagram Ads,,1
9639,2020-01-01,58,de,linkedin,Basic,Yes
9640,04/03/2023,59,DE,referral,,No
9641,16/09/2024,60,NL,,basic,TRUE
9642,2023-10-06,,,referral,,TRUE
9643,2020-05-19,26,de,linkedin,enterprise,FALSE
9644,2021-09-09,31,NL,Insta,basic,1
9645,2020-05-12,54,ES,Insta,Basic,TRUE
9646,2024-07-01,44,,LinkedIn Ads,basic,Yes
9647,26/06/2020,58,ES,,basic,FALSE
9648,20/03/2022,49,de,instagram,BASIC,FALSE
9649,13/10/2023,21,ES,,starter,
9650,14/01/2021,19,Germany,,pro,1
9651,26/06/2022,68,,google_ads,pro,FALSE
9652,19/10/2021,50,IT,,Basic,0
9653,2021-03-25,38,,linkedin,BASIC,No
9654,08/08/2021,18,UK,,,Yes
9655,07/04/2021,61,germany,Insta,Basic,FALSE
9656,2022-09-16,28,NL,,starter,TRUE
9657,05/02/2023,18,FR,email,enterprise,Yes
9658,01/05/2020,63,,referral,,1
9659,17/01/2020,,UK,Instagram Ads,BASIC,FALSE
9660,2023-05-04,28,Germany,Insta,BASIC,Yes
9661,2020-11-22,,DE,,enterprise,TRUE
9662,2020-11-13,24,DE,instagram,,FALSE
9663,19/03/2022,19,,LinkedIn Ads,starter,1
9664,11/02/2024,32,germany,unknown,basic,1
9665,2023-06-29,25,,instagram,pro,
9666,17/05/2021,,UK,google_ads,starter,1
9667,2020-04-28,69,UK,,,0
9668,24/08/2024,,germany,,enterprise,FALSE
9669,10/12/2021,64,NL,referral,Basic,FALSE
9670,01/03/2024,43,PL,linkedin,Pro,FALSE
9671,18/02/2024,57,germany,,starter,TRUE
9672,14/02/2020,,ES,Instagram Ads,enterprise,0
9673,09/11/2020,59,IT,,,
9674,2023-04-17,68,UK,instagram,enterprise,1
9675,21/02/2021,52,PL,unknown,Basic,Yes
9676,09/07/2021,69,germany,email,,0
9677,2024-12-11,63,DE,,Pro,Yes
9678,06/01/2023,58,FR,unknown,,FALSE
9679,21/11/2020,58,,LinkedIn Ads,enterprise,1
9680,2024-09-09,38,DE,linkedin,pro,
9681,2023-10-12,,,,,1
9682,10/12/2023,,,,enterprise,FALSE
9683,2021-05-29,55,germany,UNKWN,basic,TRUE
9684,2020-08-01,25,IT,,pro,Yes
9685,14/03/2020,60,IT,Google,enterprise,Yes
9686,2024-05-05,49,DE,,,No
9687,21/05/2024,25,NL,,enterprise,
9688,2021-05-23,61,de,instagram,BASIC,FALSE
9689,2020-11-27,27,FR,,pro,Yes
9690,21/01/2023,40,ES,linkedin,,
9691,18/11/2021,21,DE,,,Yes
9692,2021-10-18,65,,linkedin,,TRUE
9693,22/03/2024,69,,LinkedIn Ads,,0
9694,2023-07-16,55,de,,pro,FALSE
9695,31/10/2023,47,IT,,Basic,FALSE
9696,2022-10-24,58,ES,,,0
9697,2023-03-07,40,ES,LinkedIn Ads,enterprise,
9698,08/06/2023,22,ES,linkedin,starter,0
9699,22/08/2021,38,,Instagram Ads,pro,0
9700,01/04/2024,,,Insta,,
9701,2022-12-11,23,IT,,,Yes
9702,2024-07-27,66,UK,LinkedIn Ads,Basic,Yes
9703,12/10/2024,34,,,,
9704,2020-11-20,42,,Instagram Ads,Pro,1
9705,2022-09-18,41,,,,No
9706,2024-10-20,39,,Insta,,0
9707,17/12/2021,30,NL,,basic,Yes
9708,2021-12-23,34,NL,Google,,FALSE
9709,2020-10-03,31,,LinkedIn Ads,,1
9710,2021-06-19,51,de,,starter,
9711,18/02/2024,43,de,instagram,basic,TRUE
9712,2024-03-19,36,FR,insta_ads,starter,FALSE
9713,2020-05-31,43,UK,referral,Pro,1
9714,2022-08-12,,IT,Insta,starter,0
9715,2024-02-15,20,,unknown,,FALSE
9716,15/09/2020,19,,insta_ads,starter,0
9717,19/11/2020,45,,referral,,FALSE
9718,13/10/2022,19,,,,FALSE
9719,2022-05-18,39,,insta_ads,Basic,Yes
9720,2023-04-06,24,Germany,linkedin,enterprise,Yes
9721,2021-11-18,21,,,,No
9722,05/11/2020,66,,LinkedIn Ads,Pro,TRUE
9723,2022-03-13,55,Germany,insta_ads,,TRUE
9724,11/02/2024,56,germany,linkedin,Pro,Yes
9725,2022-12-15,37,Germany,referral,,FALSE
9726,2021-09-11,23,,,BASIC,FALSE
9727,2021-04-17,26,,,Basic,
9728,2023-08-12,69,Germany,google_ads,,0
9729,05/04/2021,,PL,insta_ads,,1
9730,09/09/2023,48,IT,insta_ads,,0
9731,2022-03-24,,,Instagram Ads,pro,0
9732,25/04/2022,43,IT,,pro,1
9733,2023-03-10,53,,,Pro,1
9734,2021-10-28,43,,google_ads,Pro,
9735,2020-09-18,45,UK,LinkedIn Ads,Basic,0
9736,2024-12-13,22,de,referral,enterprise,TRUE
9737,14/12/2023,68,,Insta,BASIC,TRUE
9738,02/11/2024,27,NL,,,1
9739,2023-06-18,35,,google_ads,,1
9740,20/12/2020,32,ES,linkedin,BASIC,1
9741,08/02/2022,,,unknown,Pro,TRUE
9742,2024-11-19,,Germany,insta_ads,,Yes
9743,2024-05-31,50,NL,UNKWN,Pro,0
9744,28/06/2020,22,NL,,,0
9745,2020-03-06,54,ES,instagram,BASIC,0
9746,2022-03-30,57,,,starter,0
9747,03/10/2023,39,UK,,,FALSE
